vc1,vc2,vc3,vc4,vc5,vc6,vc7,vc8,g1upper,g1lower,g2upper,g2lower,g3upper,g3lower,g4upper,g4lower,g5upper,g5lower,g6upper,g6lower,g7upper,g7lower,g8upper,g8lower,i1,i2,iout,vout
1091.927763,295.7180528,1063.588877,1523.559181,1091.869608,1536.442558,1105.206495,301.6626476,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.87081213,3.447895731,21.31870787,1065.711592
1091.927755,295.7180507,1063.716054,1523.55917,1091.8696,1536.41831,1105.182249,301.6384079,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.74077558,3.338622197,21.07939778,1053.7486
1091.927748,295.7180486,1063.842339,1523.559159,1091.869592,1536.394804,1105.158747,301.6149114,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.62115073,3.239789608,20.86094034,1042.828021
1091.92774,295.7180465,1063.967803,1523.559148,1091.869584,1536.371971,1105.135917,301.5920868,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.51102228,3.150483798,20.66150608,1032.858402
1091.927732,295.7180444,1064.092512,1523.559137,1091.869576,1536.349744,1105.113693,301.5698691,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.40955526,3.06987078,20.47942604,1023.756311
1091.927724,295.7180423,1064.216524,1523.559126,1091.869569,1536.328065,1105.092017,301.5481989,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.31598795,2.99718972,20.31317767,1015.445638
1091.927716,295.7180402,1064.339894,1523.559115,1091.869561,1536.30688,1105.070835,301.527022,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.22962547,2.931746515,20.16137199,1007.856947
1091.927709,295.718038,1064.46267,1523.559105,1091.869553,1536.286138,1105.050096,301.5062889,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.14983391,2.872907943,20.02274185,1000.926896
1091.927701,295.7180359,1064.584898,1523.559094,1091.869545,1536.265795,1105.029756,301.4859546,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.07603499,2.820096316,19.89613131,994.5976978
1091.927693,295.7180338,1064.706618,1523.559083,1091.869537,1536.245809,1105.009773,301.4659779,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-17.00770117,2.772784613,19.78048579,988.816636
1091.927685,295.7180317,1064.827867,1523.559072,1091.86953,1536.226143,1104.990111,301.4463212,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.94435122,2.730492035,19.67484326,983.5356182
1091.927677,295.7180296,1064.948681,1523.559061,1091.869522,1536.206764,1104.970734,301.4269502,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.88554611,2.692779946,19.57832606,978.7107715
1091.92767,295.7180275,1065.069089,1523.55905,1091.869514,1536.187638,1104.951612,301.4078336,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.83088535,2.65924818,19.49013354,974.3020714
