,vc1,vc2,vc3,vc4,vc5,vc6,vc7,vc8,g1upper,g1lower,g2upper,g2lower,g3upper,g3lower,g4upper,g4lower,g5upper,g5lower,g6upper,g6lower,g7upper,g7lower,g8upper,g8lower,i1,i2,iout,vout
5582,912.2148182,621.8641195,926.856399,1479.974536,927.7236234,1489.125354,923.9023717,635.7582418,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.75334659,-26.2653196,-39.01866619,-1971.724274826588
5583,912.1237949,621.7730982,926.7653756,1479.883509,927.7236168,1489.125343,923.9023651,635.7582373,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.73136344,-26.28363889,-39.01500233,-1971.5417721533022
5584,912.032929,621.6822345,926.6745097,1479.792639,927.7236102,1489.125333,923.9023585,635.7582327,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.70923812,-26.30210613,-39.01134425,-1971.3595814877308
5585,911.9422218,621.5915293,926.5838023,1479.701927,927.7236036,1489.125322,923.9023519,635.7582282,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.68697108,-26.3207209,-39.00769199,-1971.1777048671593
5586,911.8516741,621.5009837,926.4932545,1479.611376,927.7235969,1489.125311,923.9023453,635.7582237,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.66456279,-26.3394828,-39.00404559,-1970.996144322588
5587,911.7612869,621.4105986,926.4028672,1479.520984,927.7235903,1489.125301,923.9023387,635.7582191,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.64201369,-26.35839141,-39.0004051,-1970.814901878588
5588,911.6710614,621.3203751,926.3126416,1479.430755,927.7235837,1489.12529,923.9023321,635.7582146,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.61932425,-26.3774463,-38.99677055,-1970.6339795530166
5589,911.5809984,621.2303141,926.2225784,1479.340688,927.7235771,1489.125279,923.9023255,635.75821,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.59649492,-26.39664707,-38.99314199,-1970.453379357445
5590,911.4910989,621.1404168,926.1326789,1479.250784,927.7235704,1489.125269,923.9023189,635.7582055,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.57352616,-26.41599329,-38.98951946,-1970.2731032967308
5591,911.401364,621.050684,926.0429439,1479.161045,927.7235638,1489.125258,923.9023123,635.758201,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.55041844,-26.43548455,-38.98590299,-1970.093153369302
5592,911.3117947,620.9611167,925.9533745,1479.071472,927.7235572,1489.125247,923.9023057,635.7581964,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.52717222,-26.45512042,-38.98229264,-1969.9135315670164
5593,911.2223919,620.871716,925.8639716,1478.982065,927.7235505,1489.125237,923.9022991,635.7581919,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.50378796,-26.47490047,-38.97868843,-1969.7342398750163
5594,911.1331566,620.7824828,925.7747362,1478.892826,927.7235439,1489.125226,923.9022925,635.7581873,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.48026612,-26.49482429,-38.97509041,-1969.555280271874
5595,911.0440899,620.6934181,925.6856693,1478.803755,927.7235373,1489.125216,923.9022859,635.7581828,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.45660718,-26.51489144,-38.97149863,-1969.3766547295877
5596,910.9551926,620.6045229,925.5967719,1478.714854,927.7235307,1489.125205,923.9022793,635.7581783,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.4328116,-26.53510151,-38.96791311,-1969.198365213588
5597,910.8664657,620.5157981,925.508045,1478.626123,927.723524,1489.125194,923.9022727,635.7581737,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.40887985,-26.55545405,-38.9643339,-1969.0204136824452
5598,910.7779103,620.4272448,925.4194895,1478.537563,927.7235174,1489.125184,923.9022661,635.7581692,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.3848124,-26.57594864,-38.96076104,-1968.8428020881595
5599,910.6895273,620.3388638,925.3311064,1478.449176,927.7235108,1489.125173,923.9022595,635.7581646,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.36060972,-26.59658485,-38.95719458,-1968.665532376017
5600,910.6013177,620.2506563,925.2428966,1478.360962,927.7235042,1489.125162,923.9022529,635.7581601,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.33627229,-26.61736224,-38.95363454,-1968.488606484588
5601,910.5132823,620.162623,925.1548612,1478.272923,927.7234975,1489.125152,923.9022463,635.7581556,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.31180058,-26.63828039,-38.95008097,-1968.3120263457313
5602,910.4254223,620.074765,925.067001,1478.185059,927.7234909,1489.125141,923.9022397,635.758151,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.28719506,-26.65933884,-38.9465339,-1968.1357938844453
5603,910.3377384,619.9870833,924.9793171,1478.097371,927.7234843,1489.12513,923.9022331,635.7581465,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.26245621,-26.68053717,-38.94299339,-1967.9599110190168
5604,910.2502318,619.8995787,924.8918103,1478.00986,927.7234777,1489.12512,923.9022265,635.7581419,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.23758451,-26.70187494,-38.93945945,-1967.7843796610168
5605,910.1629033,619.8122522,924.8044817,1477.922528,927.723471,1489.125109,923.9022199,635.7581374,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.21258044,-26.72335171,-38.93593215,-1967.6092017151595
5606,910.0757538,619.7251049,924.7173321,1477.835374,927.7234644,1489.125099,923.9022133,635.7581328,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.18744447,-26.74496703,-38.93241151,-1967.4343790793025
5607,909.9887844,619.6381375,924.6303626,1477.748401,927.7234578,1489.125088,923.9022067,635.7581283,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.1621771,-26.76672047,-38.92889757,-1967.259913644445
5608,909.9019959,619.5513511,924.543574,1477.661608,927.7234511,1489.125077,923.9022001,635.7581238,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.13677879,-26.78861158,-38.92539037,-1967.0858072948738
5609,909.8153893,619.4647466,924.4569673,1477.574998,927.7234445,1489.125067,923.9021935,635.7581192,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.11125004,-26.81063991,-38.92188995,-1966.912061907731
5610,909.7289655,619.3783249,924.3705434,1477.48857,927.7234379,1489.125056,923.9021869,635.7581147,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.08559133,-26.83280502,-38.91839634,-1966.738679353588
5611,909.6427255,619.2920869,924.2843033,1477.402326,927.7234313,1489.125045,923.9021803,635.7581101,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.05980314,-26.85510646,-38.91490959,-1966.5656614958734
5612,909.5566701,619.2060336,924.1982478,1477.316266,927.7234246,1489.125035,923.9021737,635.7581056,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.03388596,-26.87754378,-38.91142974,-1966.3930101911592
5613,909.4708003,619.1201658,924.1123779,1477.230392,927.723418,1489.125024,923.9021671,635.7581011,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,12.00784029,-26.90011653,-38.90795682,-1966.2207272891592
5614,909.385117,619.0344846,924.0266944,1477.144705,927.7234114,1489.125013,923.9021605,635.7580965,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.9816666,-26.92282426,-38.90449086,-1966.048814632588
5615,909.2996211,618.9489908,923.9411984,1477.059205,927.7234048,1489.125003,923.9021539,635.758092,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.9553654,-26.94566651,-38.90103191,-1965.8772740570166
5616,909.2143135,618.8636853,923.8558908,1476.973893,927.7233981,1489.124992,923.9021473,635.7580874,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.92893717,-26.96864284,-38.89758001,-1965.706107391302
5617,909.1291951,618.778569,923.7707723,1476.888771,927.7233915,1489.124982,923.9021407,635.7580829,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.9023824,-26.99175279,-38.89413519,-1965.5353164570167
5618,909.0442669,618.6936429,923.685844,1476.803839,927.7233849,1489.124971,923.9021341,635.7580784,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.87570159,-27.0149959,-38.89069748,-1965.3649030688737
5619,908.9595297,618.6089077,923.6011067,1476.719098,927.7233783,1489.12496,923.9021275,635.7580738,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.84889523,-27.0383717,-38.88726693,-1965.194869034588
5620,908.8749845,618.5243645,923.5165613,1476.634548,927.7233716,1489.12495,923.9021209,635.7580693,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.82196382,-27.06187976,-38.88384358,-1965.025216154731
5621,908.790632,618.4400142,923.4322087,1476.550192,927.723365,1489.124939,923.9021143,635.7580647,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.79490786,-27.08551959,-38.88042745,-1964.8559462228736
5622,908.7064732,618.3558575,923.3480499,1476.466029,927.7233584,1489.124928,923.9021077,635.7580602,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.76772784,-27.10929075,-38.87701859,-1964.687061025445
5623,908.6225091,618.2718954,923.2640856,1476.382061,927.7233518,1489.124918,923.9021011,635.7580557,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.74042427,-27.13319276,-38.87361703,-1964.518562341731
5624,908.5387403,618.1881287,923.1803168,1476.298288,927.7233451,1489.124907,923.9020945,635.7580511,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.71299764,-27.15722517,-38.87022281,-1964.3504519440166
5625,908.455168,618.1045584,923.0967443,1476.214711,927.7233385,1489.124896,923.9020879,635.7580466,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.68544845,-27.18138752,-38.86683596,-1964.1827315973023
5626,908.3717928,618.0211854,923.013369,1476.131332,927.7233319,1489.124886,923.9020813,635.758042,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.65777721,-27.20567932,-38.86345653,-1964.015403059588
5627,908.2886158,617.9380104,922.9301919,1476.048151,927.7233252,1489.124875,923.9020747,635.7580375,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.62998442,-27.23010012,-38.86008454,-1963.848468081731
5628,908.2056376,617.8550343,922.8472137,1475.965169,927.7233186,1489.124865,923.9020681,635.7580329,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.60207058,-27.25464945,-38.85672003,-1963.6819284073022
5629,908.1228593,617.7722581,922.7644353,1475.882387,927.723312,1489.124854,923.9020615,635.7580284,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.57403621,-27.27932684,-38.85336305,-1963.5157857727309
5630,908.0402817,617.6896826,922.6818575,1475.799805,927.7233054,1489.124843,923.9020549,635.7580239,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.5458818,-27.30413182,-38.85001361,-1963.3500419073025
5631,907.9579056,617.6073085,922.5994813,1475.717425,927.7232987,1489.124833,923.9020483,635.7580193,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.51760786,-27.32906391,-38.84667177,-1963.1846985328739
5632,907.8757319,617.5251369,922.5173075,1475.635247,927.7232921,1489.124822,923.9020417,635.7580148,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.48921491,-27.35412264,-38.84333755,-1963.0197573643022
5633,907.7937614,617.4431685,922.4353369,1475.553272,927.7232855,1489.124811,923.9020351,635.7580102,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.46070344,-27.37930754,-38.84001099,-1962.8552201091593
5634,907.711995,617.3614042,922.3535704,1475.471502,927.7232789,1489.124801,923.9020285,635.7580057,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.43207398,-27.40461814,-38.83669212,-1962.691088467588
5635,907.6304336,617.2798448,922.2720088,1475.389936,927.7232722,1489.12479,923.9020219,635.7580012,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.40332703,-27.43005395,-38.83338098,-1962.5273641327308
5636,907.5490778,617.1984911,922.190653,1475.308577,927.7232656,1489.124779,923.9020153,635.7579966,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.37446311,-27.4556145,-38.83007761,-1962.3640487901594
5637,907.4679287,617.117344,922.1095037,1475.227423,927.723259,1489.124769,923.9020087,635.7579921,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.34548273,-27.48129931,-38.82678203,-1962.2011441183022
5638,907.386987,617.0364044,922.0285619,1475.146478,927.7232524,1489.124758,923.9020021,635.7579875,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.31638639,-27.5071079,-38.82349429,-1962.0386517881593
5639,907.3062535,616.955673,921.9478283,1475.06574,927.7232457,1489.124748,923.9019955,635.757983,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.28717463,-27.53303979,-38.82021442,-1961.8765734634453
5640,907.225729,616.8751506,921.8673038,1474.985212,927.7232391,1489.124737,923.9019889,635.7579785,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.25784794,-27.5590945,-38.81694244,-1961.7149108007309
5641,907.1454145,616.7948382,921.7869892,1474.904893,927.7232325,1489.124726,923.9019823,635.7579739,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.22840686,-27.58527154,-38.8136784,-1961.5536654488737
5642,907.0653107,616.7147364,921.7068852,1474.824785,927.7232259,1489.124716,923.9019757,635.7579694,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.1988519,-27.61157043,-38.81042233,-1961.3928390497308
5643,906.9854184,616.6348462,921.6269928,1474.744889,927.7232192,1489.124705,923.9019691,635.7579648,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.16918357,-27.6379907,-38.80717426,-1961.232433237445
5644,906.9057384,616.5551682,921.5473127,1474.665205,927.7232126,1489.124694,923.9019625,635.7579603,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.1394024,-27.66453183,-38.80393423,-1961.0724496388739
5645,906.8262715,616.4757034,921.4678457,1474.585734,927.723206,1489.124684,923.9019559,635.7579557,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.1095089,-27.69119337,-38.80070227,-1960.912889873588
5646,906.7470185,616.3964526,921.3885927,1474.506477,927.7231993,1489.124673,923.9019493,635.7579512,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.0795036,-27.7179748,-38.79747841,-1960.7537555535882
5647,906.6679803,616.3174164,921.3095543,1474.427435,927.7231927,1489.124662,923.9019427,635.7579467,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.04938703,-27.74487566,-38.79426269,-1960.5950482835883
5648,906.5891576,616.2385958,921.2307315,1474.348608,927.7231861,1489.124652,923.9019361,635.7579421,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,11.0191597,-27.77189544,-38.79105513,-1960.436769660731
5649,906.5105512,616.1599914,921.152125,1474.269997,927.7231795,1489.124641,923.9019295,635.7579376,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,10.98882213,-27.79903365,-38.78785578,-1960.2789212745884
5650,906.4321619,616.0816042,921.0737356,1474.191604,927.7231728,1489.124631,923.9019229,635.757933,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,10.95837486,-27.8262898,-38.78466466,-1960.1215047074452
5651,906.4125358,616.0062561,920.9983854,1474.11625,927.7231662,1489.12462,924.048327,635.7579318,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,10.34597692,-27.25982835,-37.60580527,-1044.2191676895354
5652,906.3929608,615.9337139,920.925841,1474.043701,927.7231596,1489.124609,924.19216,635.7579272,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,9.76773784,-26.72755306,-36.4952909,-1044.0023769238926
5653,906.3929543,615.8665033,920.8586282,1473.976485,927.723153,1489.124599,924.380651,635.7579227,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,9.049999843,-26.05178263,-35.10178247,-1043.7941706413571
5654,906.3929478,615.8042013,920.796324,1473.914177,927.7231463,1489.124588,924.5645331,635.7579182,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,8.393340698,-25.43705631,-33.83039701,-1043.594060760714
5655,906.3929413,615.7463907,920.7385112,1473.85636,927.7231397,1489.124577,924.7442232,635.7579136,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,7.792407096,-24.87801201,-32.6704191,-1043.4040543958606
5656,906.3929349,615.6926908,920.6848092,1473.802654,927.7231331,1489.124567,924.9201015,635.7579091,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,7.242315474,-24.36975812,-31.61207359,-1043.2232791158463
5657,906.3929284,615.6427545,920.6348707,1473.752711,927.7231265,1489.124556,925.0925149,635.7579045,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,6.738610793,-23.90783222,-30.64644301,-1043.050938996925
5658,906.3929219,615.596265,920.588379,1473.706216,927.7231198,1489.124545,925.2617797,635.7579,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,6.277228941,-23.48816344,-29.76539238,-1042.8863079092748
5659,906.3929154,615.5529331,920.5450449,1473.662878,927.7231132,1489.124535,925.4281845,635.7578955,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,5.854462427,-23.10703809,-28.96150051,-1042.72872339285
5660,906.392909,615.5124952,920.5046048,1473.622434,927.7231066,1489.124524,925.5919926,635.7578909,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,5.466929091,-22.7610683,-28.22799739,-1042.577581070482
5661,906.3929025,615.4747105,920.466818,1473.584643,927.7231,1489.124514,925.7534439,635.7578864,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,5.111543562,-22.44716347,-27.55870704,-1042.4323295513
5662,906.392896,615.4393596,920.4314649,1473.549286,927.7230933,1489.124503,925.9127576,635.7578818,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,4.785491207,-22.16250417,-26.94799538,-1042.2924657813965
5663,906.3928896,615.406242,920.3983451,1473.516162,927.7230867,1489.124492,926.0701332,635.7578773,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,4.486204383,-21.90451833,-26.39072271,-1042.157530802268
5664,906.3928831,615.3751749,920.3672758,1473.485089,927.7230801,1489.124482,926.2257529,635.7578728,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,4.211340762,-21.67085955,-25.88220031,-1042.0271058815858
5665,906.3928766,615.3459916,920.3380903,1473.455899,927.7230734,1489.124471,926.3797829,635.7578682,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,3.958763558,-21.45938729,-25.41815085,-1041.9008089834463
5666,906.3928701,615.3185398,920.3106363,1473.428441,927.7230668,1489.12446,926.5323746,635.7578637,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,3.726523498,-21.26814885,-24.99467234,-1041.7782915483178
5667,906.3928637,615.2926805,920.2847749,1473.402576,927.7230602,1489.12445,926.6836663,635.7578591,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,3.512842361,-21.0953628,-24.60820516,-1041.6592355555892
5668,906.3928572,615.268287,920.2603792,1473.378176,927.7230536,1489.124439,926.8337838,635.7578546,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,3.316097974,-20.93940404,-24.25550202,-1041.5433508436463
5669,906.3928507,615.2452437,920.2373337,1473.355127,927.7230469,1489.124428,926.9828422,635.7578501,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,3.134810519,-20.79879005,-23.93360057,-1041.430372665493
5670,906.3928442,615.2234448,920.2155327,1473.333322,927.7230403,1489.124418,927.1309461,635.7578455,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.96763004,-20.67216835,-23.63979839,-1041.3200594584857
5671,906.3928378,615.2027942,920.1948798,1473.312665,927.7230337,1489.124407,927.2781912,635.757841,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.81332505,-20.55830513,-23.37163018,-1041.2121908098893
5672,906.3928313,615.1832037,920.1752872,1473.293069,927.7230271,1489.124397,927.4246645,635.7578364,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.670772133,-20.45607483,-23.12684696,-1041.1065656010676
5673,906.3928248,615.1645932,920.1566745,1473.274452,927.7230204,1489.124386,927.5704455,635.7578319,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.538946465,-20.36445063,-22.9033971,-1041.0030003143534
5674,906.3928183,615.1468893,920.1389684,1473.256742,927.7230138,1489.124375,927.7156065,635.7578274,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.416913162,-20.28249579,-22.69940895,-1040.9013274885353
5675,906.3928119,615.1300251,920.1221021,1473.239872,927.7230072,1489.124365,927.8602137,635.7578228,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.303819385,-20.20935575,-22.51317513,-1040.801394309875
5676,906.3928054,615.1139397,920.1060144,1473.22378,927.7230006,1489.124354,928.0043271,635.7578183,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.198887144,-20.14425091,-22.34313805,-1040.7030613267461
5677,906.3927989,615.0985771,920.0906497,1473.208411,927.7229939,1489.124343,928.1480016,635.7578137,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.101406731,-20.08647006,-22.18787679,-1040.6062012770856
5678,906.3927924,615.0838865,920.0759569,1473.193715,927.7229873,1489.124333,928.2912872,635.7578092,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2.010730724,-20.0353644,-22.04609512,-1040.510698018721
5679,906.392786,615.0698214,920.0618896,1473.179643,927.7229807,1489.124322,928.4342296,635.7578047,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.926268527,-19.99034201,-21.91661054,-1040.4164455535322
5680,906.3927795,615.0563393,920.0484053,1473.166155,927.722974,1489.124311,928.5768701,635.7578001,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.84748138,-19.95086292,-21.7983443,-1040.3233471372034
5681,906.392773,615.0434015,920.0354653,1473.153211,927.7229674,1489.124301,928.7192467,635.7577956,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.773877812,-19.91643451,-21.69031232,-1040.2313144672355
5682,906.3927665,615.0309725,920.0230342,1473.140776,927.7229608,1489.12429,928.8613938,635.757791,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.705009492,-19.88660736,-21.59161685,-1040.1402669420213
5683,906.3927601,615.01902,920.0110795,1473.128817,927.7229542,1489.12428,929.0033428,635.7577865,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.640467441,-19.86097149,-21.50143893,-1040.0501309850713
5684,906.3927536,615.0075143,919.9995717,1473.117306,927.7229475,1489.124269,929.1451223,635.757782,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.579878584,-19.83915285,-21.41903144,-1039.9608394285144
5685,906.3927471,614.9964286,919.9884837,1473.106214,927.7229409,1489.124258,929.2867584,635.7577774,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.522902592,-19.82081024,-21.34371283,-1039.8723309506108
5686,906.3927406,614.985738,919.977791,1473.095517,927.7229343,1489.124248,929.4282748,635.7577729,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.469229017,-19.80563233,-21.27486134,-1039.7845495627466
5687,906.3927342,614.97542,919.9674708,1473.085193,927.7229277,1489.124237,929.569693,635.7577683,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.418574664,-19.79333512,-21.21190978,-1039.6974441412608
5688,906.3927277,614.965454,919.9575026,1473.075221,927.722921,1489.124226,929.7110328,635.7577638,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.370681201,-19.78365952,-21.15434072,-1039.6109680006145
5689,906.3927212,614.9558211,919.9478675,1473.065582,927.7229144,1489.124216,929.852312,635.7577592,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.32531298,-19.77636914,-21.10168212,-1039.5250785037858
5690,906.3927147,614.9465039,919.9385482,1473.056258,927.7229078,1489.124205,929.9935468,635.7577547,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.282255041,-19.77124834,-21.05350338,-1039.439736706918
5691,906.3927083,614.9374868,919.9295289,1473.047235,927.7229012,1489.124194,930.1347521,635.7577502,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.241311304,-19.76810036,-21.00941166,-1039.3549070352037
5692,906.3927018,614.9287552,919.9207951,1473.038498,927.7228945,1489.124184,930.2759414,635.7577456,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.202302904,-19.7667457,-20.9690486,-1039.2705569871214
5693,906.3926953,614.9202959,919.9123337,1473.030032,927.7228879,1489.124173,930.4171268,635.7577411,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.165066687,-19.7670206,-20.93208729,-1039.1866568647217
5694,906.3926888,614.9120968,919.9041324,1473.021827,927.7228813,1489.124163,930.5583194,635.7577365,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.129453829,-19.76877566,-20.89822949,-1039.103179527536
5695,906.3926824,614.9041468,919.8961801,1473.013871,927.7228747,1489.124152,930.6995294,635.757732,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.095328578,-19.77187456,-20.86720314,-1039.0201001680323
5696,906.3926759,614.8964356,919.8884668,1473.006153,927.722868,1489.124141,930.8407658,635.7577275,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.062567107,-19.77619293,-20.83876003,-1038.9373961067931
5697,906.3926694,614.888954,919.880983,1472.998666,927.7228614,1489.124131,930.9820371,635.7577229,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.031056467,-19.7816173,-20.81267376,-1038.855046605743
5698,906.392663,614.8816933,919.8737202,1472.991399,927.7228548,1489.12412,931.1233506,635.7577184,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1.000693635,-19.78804414,-20.78873778,-1038.7730326977035
5699,906.3926565,614.8746458,919.8666705,1472.984345,927.7228481,1489.124109,931.2647134,635.7577138,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0.971384641,-19.79537901,-20.76676365,-1038.6913370309144
5700,906.3848675,614.8650879,919.8571103,1472.974781,927.7228415,1489.124099,931.3000226,635.757706,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1.52495753,-20.40246535,-21.92742288,-1958.1008449068418
5701,906.3745492,614.8530371,919.8450574,1472.962724,927.7228349,1489.124088,931.3353648,635.7577015,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,2.044848384,-20.97585977,-23.02070816,-1958.086967983399
5702,906.35758,614.8360699,919.828088,1472.945751,927.7228283,1489.124077,931.3353582,635.7576969,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,2.70473139,-21.69489375,-24.39962514,-1958.0651828758278
5703,906.3361138,614.8146058,919.8066218,1472.924281,927.7228216,1489.124067,931.3353515,635.7576924,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,3.30399002,-22.35331386,-25.65730388,-1958.035970756056
5704,906.3105647,614.7890588,919.7810726,1472.898728,927.722815,1489.124056,931.3353449,635.7576878,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,3.847935894,-22.95644731,-26.8043832,-1957.997331736199
