vc1,vc2,vc3,vc4,vc5,vc6,vc7,vc8,g1upper,g1lower,g2upper,g2lower,g3upper,g3lower,g4upper,g4lower,g5upper,g5lower,g6upper,g6lower,g7upper,g7lower,g8upper,g8lower,i1,i2,iout,vout
1089.569349,295.5979397,1059.775116,1508.896274,1084.311091,1542.400735,1104.733581,295.1593864,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-7.006729323,-18.95756582,-11.95083649,-597.5418247
1089.619362,295.5979376,1059.775108,1508.946283,1084.4465,1542.400724,1104.733573,295.294801,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.999025722,-18.95910333,-11.9600776,-598.0038802
1089.669321,295.5979355,1059.775101,1508.996239,1084.581917,1542.400713,1104.733565,295.4302242,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.991637033,-18.95999519,-11.96835815,-598.4179077
1089.719228,295.5979334,1059.775093,1509.046143,1084.717339,1542.400702,1104.733557,295.5656517,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.984521311,-18.96028376,-11.97576244,-598.7881222
1089.769085,295.5979313,1059.775085,1509.095998,1084.852761,1542.400691,1104.733549,295.7010792,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.977640314,-18.9600077,-11.98236739,-599.1183694
1089.818894,295.5979292,1059.775078,1509.145803,1084.988179,1542.40068,1104.733541,295.8365028,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.970959171,-18.95920232,-11.98824314,-599.4121572
1089.868655,295.5979271,1059.77507,1509.195562,1085.12359,1542.400669,1104.733533,295.9719189,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.964446097,-18.95789981,-11.99345371,-599.6726858
1089.918371,295.5979249,1059.775063,1509.245274,1085.258989,1542.400658,1104.733526,296.107324,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.958072111,-18.9561296,-11.99805749,-599.9028745
1089.968041,295.5979228,1059.775055,1509.294942,1085.394374,1542.400647,1104.733518,296.242715,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.9518108,-18.95391853,-12.00210773,-600.1053866
1090.017667,295.5979207,1059.775048,1509.344565,1085.529742,1542.400636,1104.73351,296.3780886,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.945638088,-18.95129112,-12.00565303,-600.2826516
1090.067249,295.5979186,1059.77504,1509.394144,1085.66509,1542.400625,1104.733502,296.5134421,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.939532033,-18.94826975,-12.00873772,-600.4368859
1090.116788,295.5979165,1059.775032,1509.443679,1085.800415,1542.400614,1104.733494,296.6487726,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.93347264,-18.94487487,-12.01140223,-600.5701115
1090.166283,295.5979144,1059.775025,1509.493172,1085.935715,1542.400603,1104.733486,296.7840776,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.927441688,-18.94112514,-12.01368345,-600.6841726
1090.215736,295.5979123,1059.775017,1509.542621,1086.070986,1542.400592,1104.733478,296.9193546,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.921422579,-18.93703762,-12.01561504,-600.7807521
